symbol	A4_20	NBS1_40_2	NBS1_40Bleo_2	UJ_20	NBS1_20	NBS8_20	A4_40	NBS1_40	NBS1_40Bleo	UJ_40	UJ_40Bleo
ANXA10	4.0952084588232	4.61392135460759	4.56671955609522	4.45199981183763	4.63703665474731	4.91029730695707	4.76829174958541	4.46918285868152	4.81737431246463	4.63140244750562	4.83322469368798
PALLD	8.67601576206122	8.15119974007023	8.18675219328314	8.70920063380384	8.42557926764647	7.85976591515639	7.79068451413129	8.08115255299019	7.70145011487895	8.32802358313004	7.90998736241848
CLCN3	10.565953533359	10.7421104447834	10.6790864119965	10.3396903426556	10.2476187283619	10.3307014069918	10.333126807056	10.6037206305642	10.2877948793727	10.680571955894	10.4359861384398
GALNTL6	4.19786375848593	5.88894881995923	6.58034754526609	4.76107400136511	4.82950647568939	4.25692059518223	5.40475279396691	5.38672014592774	6.62828729522557	5.32657545925253	5.76262311107766
GALNT7	9.0251794809443	7.57677628264345	7.97351764421707	8.4561391244571	8.49454214835502	8.91362157266897	7.885152986276	7.62540529112445	7.15791255714857	7.56441622635785	7.0819818265638
SAP30	8.53556466395161	8.12943981396175	8.0154250434246	8.62192833341013	8.89701799350259	7.88145671917083	8.34330241491065	7.99204531042074	8.20328660317842	8.52642812705033	7.89883822105989
HAND2-AS1	4.30511291641749	4.02112881779218	4.83570462277974	4.55563174113746	4.24626922285666	3.89295011333602	4.61265943571252	4.64135813738582	4.52070628320675	4.34721547206031	4.67686849159588
CEP44	7.59905703208087	6.86353286418163	7.25383867873628	7.71720307140394	8.01820729325695	7.21544097042159	7.4628912379999	7.38092091043954	6.79795671568025	7.59366017479621	6.59802871107182
WDR17	7.96640966331959	8.37959349256903	8.85916596019568	7.88268860119938	8.11490859352032	8.07323662118573	8.18474644209372	8.27762106245073	7.94029126020852	8.32714933769169	8.63203349260204
SPCS3	10.5213558889471	10.2731723403243	10.3189222419992	10.5310816290395	10.5549211180706	9.7470594182408	9.89322952726446	10.0293522639868	9.93848584180825	10.2309503162802	10.2350944189921
NEIL3	8.55341357350103	8.66945745350032	8.13779670374168	8.66924698940839	8.80006373003854	8.18643702762795	8.01646030075257	8.30495008303052	8.29885591604974	8.53900367305722	7.32922052398997
TENM3	9.93799245820165	9.88302275549903	9.7002731532628	10.0713985838842	9.59179071700048	9.84104260911368	9.51382022016472	9.58309940491772	9.38695981355919	10.191439296244	9.71795481717377
WWC2	6.97822636037923	6.76286761988877	6.65446096466102	6.84219928171187	6.87515443897021	7.1419693117334	6.84700601209215	6.77577767483316	6.80901285126089	6.83656950991757	6.89400376684081
CDKN2AIP	8.67903757151926	8.22390323307399	8.25535320561946	8.36794709340923	8.67030444047299	7.06766654826859	8.28015058099987	8.91485267732581	8.33188648242407	8.34618779603436	8.4048271792356
ING2	7.45039938387305	7.06660390071891	6.87019208445307	7.326040070566	7.45919335367492	6.57821555478908	5.20690848472164	6.67980604161704	6.93987985987173	7.0220204169408	6.87108026734576
TRAPPC11	9.98303743630818	9.64505054392196	9.76575823127587	9.88524904199793	9.81143278167176	10.0866238610882	9.64390449421385	9.84655939865427	9.34314355768714	9.57048594056926	9.27806078248695
PRIMPOL	7.4435386227481	6.82344333298125	6.83676654692217	7.3921101055074	7.90843981750997	7.00909100263134	7.03863284010283	7.31070307227762	7.03679957646044	6.93300896083891	6.02309991289679
HELT	5.0688432773365	5.0963030779862	5.06100212852687	5.31024350945707	5.36443900025298	4.99970194466339	5.98730373917126	5.2899730054871	5.96677063307848	5.06695907842287	5.44244791142376
LOC101928877	3.7044501345453	3.81227452126027	3.44678282084978	3.61481535135637	3.68676004737343	3.63242254570396	3.96309724101032	3.61993296266686	4.18147729861377	3.31531997409553	3.28491841540825
SLC25A4	9.92504877136672	10.4846899190167	10.8785428045521	9.90449575871238	9.75864660027351	10.0117483030807	10.2034975527737	10.6513528588907	10.7443759795892	10.2565766592551	10.4857488835444
SNX25	8.32758024068638	7.4990802771379	7.51190053692378	7.57849417861104	7.56472785747439	7.40724125935913	7.50914322768255	7.6046464993693	6.97749459936062	7.42282107896072	6.78916688857796
ANKRD37	7.35257663080344	7.7524556553599	7.58000819458471	7.27349064873994	7.24997440746956	7.91420865500656	7.75862148301054	7.34256322889087	7.68588096159614	8.11456884617735	8.20279882975253
C4orf47	5.63667181683875	6.14583199952154	6.01277054570574	6.38295323160658	5.72951737140093	5.45743828973487	6.51580723289264	6.12700660284614	6.24551040580627	6.49597386263734	6.95563750567967
TLR3	3.47494076134306	3.74590081697183	3.45613837300034	3.31797059208336	3.44355073426891	3.91256428387123	3.7222185419326	3.27801726016598	4.24866192590652	4.15167571976988	3.37215153148174
F11	4.7758540270639	5.1065458424569	4.51082026471949	4.90016489326368	4.96282305554391	4.60888333111058	6.20893334240468	5.48310672887942	5.24506194851652	5.05991222200558	4.95809846379528
ZFP42	3.32304546889198	3.40707251337899	2.82508393702315	3.18526272008881	3.02355026628005	3.09647354421413	2.57386563008236	3.38184185283118	3.65197489464475	2.70716534483373	2.9568977683805
TRIML1	6.11844104460896	6.49517407704744	6.30532950109054	6.14641535331378	6.0986806904739	5.53507254268721	6.62757156219256	6.34179686650018	5.95235111081466	6.88295895204883	6.2151565520788
FRG1	9.30111546943798	9.19423783227337	9.26664322223455	9.37622077689161	9.64736355089103	9.60544374329914	9.01373247527292	9.5440487211008	9.2701093380906	9.5083582286521	9.24909357089189
DUX4L8	7.25749398508802	7.68198000312268	7.6675716261727	7.37921736466852	7.40304199545453	7.69834644644309	8.07036739612436	7.87027096212886	8.03927162410521	7.64458699654197	7.8403103528572
DUX4L7	7.36886607148741	7.81588907600572	7.82691331734527	7.66605981797148	7.73634652743304	7.97171927792973	8.40667200223473	7.72939766792785	8.26802147380283	7.65716715798595	8.05761329312949
DUX4L6	7.43669367054877	7.88496512997733	7.87487320358199	7.74180059873126	7.80543331175354	8.16733839529876	8.4853214413515	7.81701788646462	8.33658279367306	7.7290141340238	8.12946026916733
DUX4L5	7.43669367054877	7.88496512997733	7.87487320358199	7.74180059873126	7.80543331175354	8.16733839529876	8.4853214413515	7.81701788646462	8.33658279367306	7.7290141340238	8.12946026916733
DUX4L1	7.43669367054877	7.88496512997733	7.87487320358199	7.74180059873126	7.80543331175354	8.16733839529876	8.4853214413515	7.81701788646462	8.33658279367306	7.7290141340238	8.12946026916733
DUX4L3	7.43669367054877	7.88496512997733	7.87487320358199	7.74180059873126	7.80543331175354	8.16733839529876	8.4853214413515	7.81701788646462	8.33658279367306	7.7290141340238	8.12946026916733
DUX4L2	7.43669367054877	7.88496512997733	7.87487320358199	7.74180059873126	7.80543331175354	8.16733839529876	8.4853214413515	7.81701788646462	8.33658279367306	7.7290141340238	8.12946026916733
ZNF721	8.82937607471278	8.16353429377855	8.53561602343474	8.67551763923987	8.59581108852708	8.51330229170472	8.10032697350996	8.60620171749689	8.55108724823653	8.7623254001656	8.50958404321417
ATP5I	9.6989339281834	9.46477715071141	9.41104662197543	9.80027567306357	9.97431126963659	9.08886768243681	9.74602640127599	9.40868676628512	9.5742967920454	9.33438078952106	9.78780909523769
MFSD7	6.36959210946176	7.39794816210628	6.93616385702735	6.63740269335995	6.82035998681395	6.56009179741269	7.60671796977131	7.19411133209446	7.36232981261508	7.22083083249838	7.27665061311502
CPLX1	6.47527066665891	7.12462033651844	6.94060219564537	6.87156295012961	6.93032313578547	7.08728958042601	7.10878032498892	7.0520707850695	7.21171776696343	6.92461328171313	6.78850874006898
GAK	7.57867933985584	7.63292659434552	7.58207550988998	7.51060511727117	7.46568781924336	7.61113531362438	7.79561593972731	7.48807229716867	7.60044601478538	7.43509033682017	7.55163378157137
DGKQ	6.57132533374827	6.67050922307067	6.623832221524	6.26226371249389	6.24539322651832	6.63112174908348	6.71777040694552	6.73767380297462	6.82023049012572	6.6597361020026	6.75019323157691
SLC26A1	7.61060255352629	7.88066266952503	7.78521149544619	7.7668623257167	7.65587591564227	7.66506198483537	7.984861310808	7.97235766448331	8.29843615625319	7.85974401677929	8.14394579818302
SPON2	8.12932704415084	8.30165604889998	8.09207990609713	8.45371369472523	8.44557551068695	8.6919013170173	8.62798138466121	8.45796160959244	8.4504179964389	8.39010593314067	7.85386489454222
CTBP1	9.65713647436436	9.76970700172954	9.89216570138373	9.71380057185044	9.75901932396478	9.71212530600013	9.66473055044862	9.62969725483134	9.61634011471815	9.72042822159314	9.7229416282904
NKX1-1	7.85888483740833	8.0307254488598	7.92676449165613	7.94148519079771	8.07246024391904	7.98282479783301	8.42251543581707	8.1237626875365	8.39626605130279	8.32687125968763	8.22301287098922
FAM53A	6.44785919652214	7.00883519073933	7.03056445604164	7.06859862099621	6.70576818237253	7.04711236378905	7.47940194766137	6.87231949193808	6.95121555150074	6.78301412097531	7.01493584934276
SLBP	8.90450995260685	8.26572674278238	8.52123923167661	8.66215252164749	9.01494791660904	7.99452006088305	7.66334433200622	8.02777365444385	7.67886034459762	8.01338679616642	7.81698271344962
TMEM129	8.05039706656679	8.46091472414708	8.55395848688812	8.43092633568794	8.2568308872441	8.59897286853719	8.49152131768476	8.30004954143494	8.76521336821099	8.23612368629012	8.64679251651797
LETM1	8.38883883596307	8.61016778355734	8.67275397582033	8.14984915549049	8.35829156809643	8.71789622783457	8.2877488762845	8.60531266932406	8.77065481873359	8.3878105148928	8.64381992237496
HAUS3	6.87095167894911	6.86324147809814	6.62903375395014	6.88925302692849	6.72152758539427	6.56711754320155	6.96605572534728	6.92640804498608	6.34481561301975	7.17852383440249	6.84406920067795
MXD4	9.08983305547316	8.80385798650768	9.03701150852009	8.75785451789672	9.00378833615617	9.17151087529639	8.83669002906005	8.58134179778819	9.27339113527788	9.04642669127905	9.11159500972259
ZFYVE28	6.94475267397273	7.50262461546271	7.38319804971162	7.34587881592009	7.16871399750801	7.55178366885069	8.04592615140408	7.42278677547947	7.75554258181629	7.33809811421991	7.99542882032056
TNIP2	7.66698964527919	7.60230685260867	7.58414287905615	8.01031923237304	7.88674409385736	7.5228316098341	8.41029421911976	8.16990961539509	8.33281010339742	7.80267369407523	8.12546818738255
MFSD10	8.98062176515982	8.56968602686956	8.9285654919253	9.28379255035763	9.05876226060331	9.65763470450633	9.32906544505127	8.81129705173685	9.03730230216829	8.73356871609891	8.68328828695765
NOP14	8.45635793629902	7.79010475716725	7.40613170468164	8.11233640736224	8.24583850252365	7.95528087381619	7.71027055375043	7.80647872302379	7.14707650931175	7.94203938370113	7.88833477968859
LRPAP1	9.44001651768911	8.68067557510444	9.17670202697624	9.2212182497125	9.31238331806005	9.63846036790935	8.68579059214708	8.75485887600038	8.8250809350728	8.66442112293161	9.24626163142096
OTOP1	3.94513969104952	4.28396837178959	4.24913078719414	4.51185799953951	4.31381995995401	4.21192442344123	4.75066944240826	4.21302937282368	4.17556037486136	3.8674797918984	3.94140881177978
TMEM128	8.32082314612188	8.46790815814908	8.70104837506298	8.70182679949665	9.07385416132045	8.51758193470891	8.12521818276391	8.72971403441026	8.55630324875878	8.420768025144	7.86173018883175
LYAR	8.45221733108753	7.34240768688183	7.41421007180822	8.24871433650201	8.28301676385929	7.72111455532945	7.88100051058164	7.66896555477445	7.3446497516249	7.43955140091628	7.18622694498594
STX18	8.56631053944444	8.40439617432897	8.45080934684246	8.92667513652977	9.13443462464073	7.6773799028917	7.6921882789578	8.35707831683662	7.78269836062252	8.39277403680621	8.13481116098645
CYTL1	5.70828966534344	5.43476905886711	5.70890267869374	5.47384224258386	5.30418020659088	6.17822903001635	6.22885575339938	5.11072689934635	5.78454615425601	5.83454302280954	5.04868946772941
EVC2	5.53776956053184	4.54485355588203	4.35785248292217	5.2252246248985	4.903617789636	4.43722956913431	3.39719770394046	5.06119649575296	4.62373166923179	4.50962398617192	4.70675812481988
CRMP1	10.231418642846	11.7172960275549	11.9351778113498	10.2563338612717	10.0161477886978	10.8702029416784	10.9023066538499	11.1913158496357	11.6609372460664	11.2793965665976	11.3700115797494
C4orf50	6.80592593855938	7.25845118993123	7.34370976673193	7.18815117254606	6.87254595308993	7.37224886094762	7.60033137982253	7.19246488804869	7.13376382759515	7.26427592937699	6.98909759639304
JAKMIP1	6.148342764771	6.56312825936552	6.94337908228702	6.28523687057074	6.1227978970314	5.84933723095019	6.75471601054557	7.14502474218807	7.62984590425011	6.73476745644001	6.7724130705539
PPP2R2C	5.85457384762433	7.54844614054403	7.98225341318648	5.67862297571405	5.29998682188272	6.26228839804561	6.33122303948745	6.92749501537621	7.24409233371431	6.54731118878801	7.26959487762466
MRFAP1L1	10.2860107682574	10.4043559040595	10.5590054865575	10.1503838958207	10.3670411870477	10.0720552613486	10.4116554250831	10.8545675145372	10.7235108743777	10.1531390164928	10.2121106924775
CCDC96	4.42758283980207	4.91242257946767	4.70792303365975	4.91918438865741	5.25519094824388	4.81733713174978	4.85331491775292	4.98566412987937	5.51003487741752	4.60716573484656	5.24484212593149
GRPEL1	8.74382038350698	8.53429705426104	8.5149869088974	8.7094057065183	8.72516569921406	8.2718224071673	9.04310133358453	8.87135225689121	8.64775488600967	8.96732170616236	8.7915276881445
PSAPL1	5.85638582563633	5.93093603347298	5.39670880987365	5.64096263911359	5.70866366650423	5.81506273609898	5.84069959727425	5.60794191196919	5.81068040151627	5.86869477738485	5.9125477453353
AFAP1	6.77386044555436	8.20319376755517	8.0418260578787	7.22768018462038	7.04553672767831	7.59513589992128	7.93138327133572	8.33484897661747	8.40467358330206	7.88780989937487	8.07779503118893
ABLIM2	5.80292387449474	6.0826264760296	6.46634019260845	6.10091210399261	5.92739907323951	5.77213894238823	6.74712109052163	6.16237720454019	7.04728157320849	6.39107425165168	6.31184067884993
ACOX3	7.83704434842418	8.0239256003495	7.87902062443343	7.82551129976631	8.11185422902386	7.65198403483234	7.57051623949136	7.89999718218678	7.82087727932965	7.37029496946897	7.8242238703949
HMX1	7.98905689777286	8.31520991361495	8.32935301771566	8.23677970140083	8.3113009497289	8.54924033207735	8.54671434356859	8.36347675610383	8.40211693189864	8.52636872998458	8.56907976601609
SLC2A9	4.83432549355208	4.67591873160803	4.14997859954582	4.25303917604428	4.34204817799862	4.70637055917391	4.72754405336685	4.66178561022483	4.72756952344642	4.60869778126649	5.09860684597193
ZNF518B	8.29468339747395	8.57387319405279	8.77482082232041	8.07166061521167	8.3212043661113	8.43122046530844	8.07258252214947	8.36549699481829	8.32439106027866	8.26440032721329	8.40039159110642
CLNK	3.5791996071891	3.4529163534469	3.68714531618365	3.42578857879167	3.55305025789722	3.64621424475125	4.08872699855165	4.06199729592105	4.3714185966198	3.46238465239854	3.6110291783283
HS3ST1	6.97685104712551	7.3392575915526	7.39202305847031	7.71902696219876	7.31891358499007	7.66105668421042	7.60965801231415	7.26429612183267	7.12298582898491	6.81259448649494	7.06218481621986
RAB28	8.29357070768286	7.43350102004731	7.5174152759511	7.91186221445506	8.2774116943538	7.10451577070798	7.35742106172466	7.75722268331368	7.65124936508324	7.81525783157136	7.32999466694568
NKX3-2	6.78336345757691	6.82233334523379	6.76724410634365	6.65493657212918	6.86925228020119	7.20637695049837	7.02623538132215	6.84389759018596	7.30299813820234	7.01682155871851	6.95066402725994
BOD1L1	8.74396589537134	8.62774331458822	8.77621900727086	8.131586600939	8.08337889467486	8.50394507160598	8.02559965261063	8.68690829705475	8.74243505634292	8.68279544288906	8.96239498997244
LINC00504	3.88399459419715	4.71804420549056	4.07681019245615	3.8811032883119	3.79168117823405	4.37471039225465	4.51178302709287	3.94710821663898	3.70766388265707	4.14167562890232	4.07704227728585
FGFBP1	5.08300103259867	5.41146601753223	5.26896542050402	5.15839497823542	5.42735170696714	5.1948574803794	6.02095832355326	5.53834344274964	5.83958165306214	5.03571525806622	5.48657062214891
TAPT1	7.5759971643538	8.11350668222091	8.20928414663983	7.64872493235806	7.39007010675785	7.03919063476509	6.75221601660666	7.48792836127833	7.25358729217058	7.93415324798475	7.66487305319652
LDB2	8.01998873730981	8.62865571063976	8.77013819006624	8.88288312731997	8.30256742520978	6.23830047825497	7.70841375935672	8.79735697153529	8.69574463719035	8.68994717685307	8.50983784769234
FAM184B	6.68601080238655	7.31872604237024	7.08603357016802	6.86112448484866	6.90826744142435	7.15301478100966	7.08675662293643	7.29712048289092	7.25544422680995	7.17282308932485	7.36690489396564
DCAF16	9.95510608526665	9.63378172513228	9.53404711304878	9.93375851100589	9.59464478352132	10.376326026585	8.78707017734863	9.47443479244567	9.24006731120731	9.37218823673389	8.97737057290721
LCORL	10.261892881639	10.0538995598421	10.6327083965102	9.77947241700344	10.0034593280076	10.7156985259115	10.354558730415	9.94363934241171	10.3971360216304	10.0532947412553	10.0638706258294
KCNIP4	4.1140117279471	6.81786668817373	7.15918060686339	4.46177140507583	4.26139070413858	4.28582477289153	6.15664063101732	6.96887186843568	7.63936950240382	7.05165291329732	7.65959528258727
PPARGC1A	6.69268547733385	8.40717193180845	9.09575182251038	5.99911238136522	6.35386740103644	6.87322734453133	6.99469041029476	6.93905702960327	7.61740597870163	7.91407132998633	8.39328373650969
DHX15	10.2087670295158	9.51229506449166	9.52058344497841	9.847897220588	10.0497154156624	9.09208097103977	8.89844757196689	9.66310073491758	9.2711397084222	9.54446695978426	9.2881687725921
CCDC149	6.94810932068234	7.02030731832892	7.27202595282358	6.92417865134667	6.96407599662784	6.48892657578019	6.42160120219438	6.71121767600623	7.17650100590387	7.01687914592692	7.20609997403108
LGI2	6.37443288460701	7.10427170447201	7.30952651684968	5.92681821997378	6.12316009136172	6.05570436499631	5.56348601374754	6.18084275174525	5.36742280999963	6.53842892111823	7.1285509350465
SEPSECS	7.5116380672619	6.99920022912381	6.73066308330892	6.74325478736065	6.74118465338457	7.17986555912715	5.96656671082113	6.58544332266216	5.93266314422143	6.78204898067829	5.89491357756674
SEL1L3	8.18762433488752	8.95903311076307	8.74002632023194	8.37360792743463	8.39230930843563	8.33255146615404	6.87733989328239	7.74690256316923	7.6047120845824	9.08802935056905	8.31836342836828
CCKAR	4.45327073948868	5.09029069938839	5.35132302091674	5.12522006468301	4.56540431489035	5.12533554249912	5.25506743304424	4.87933657986166	4.66658574319168	4.67970637892542	5.11719067503758
RELL1	8.99540270827939	8.40509492865475	8.37915172270698	8.72896937810796	8.96004310175508	9.08630547699277	8.5076124634501	8.15565198655145	8.14498075327676	8.42900286539854	7.91980394137769
TLR10	3.47265351677731	4.07030185788656	4.42141428313447	3.88506140473622	4.1679903513979	4.58872043473776	4.38290439912069	4.00444059767414	4.40549628916553	3.92035935183075	4.28685564488682
TMEM156	2.97305927936709	3.16494124832344	3.76228142947898	3.23099982293149	3.09825565413113	3.62667796403662	2.99948878216116	3.88206998009169	3.44342466131061	3.17855649256005	2.94950891526137
RFC1	9.57375562065037	8.83641396180544	8.636627060353	9.01033236742047	9.31975719282397	8.8191562697721	8.34856028604503	8.82948233004151	8.12222230467106	9.1205091958111	8.47442459176772
RPL9	12.638944344488	12.4422121992679	12.1330344718635	12.7107001977704	12.5461644653998	11.6049493417082	12.7007783281102	12.6174811096667	12.3104894130882	12.5249046728498	12.4301455083228
UGDH	9.67753074192317	8.90539030478495	8.41284991156651	9.4016239771765	9.66592273050825	9.06372189491562	8.40789407607192	8.6313507985041	8.33464924257345	9.04819783310792	8.36112945927872
SMIM14	8.31952645570035	7.84771308448764	8.20646178591874	8.165924003681	8.03783844656145	8.21336150206572	8.06508616383724	8.48022800078368	8.30935084417634	8.25772570159873	8.20928368506781
PDS5A	9.79585207005433	9.46024661752713	9.40974948163482	9.32616708787463	9.29567244967926	8.77504545927889	8.85536097693509	9.33301533697228	9.07171396015822	9.82819043832301	9.1548374278018
RBM47	7.01331916624074	7.33879369969396	7.04753611085933	7.33015148473437	6.56622387990549	7.32115280348577	6.95382378434486	6.88939553258502	7.10399487080107	7.15831746647356	7.51185865612974
APBB2	9.31200598369193	9.2244653587825	9.60847947123525	8.85575756256939	8.7937583830091	9.58973947171688	8.91041311758314	9.12913351057446	9.00895713900398	8.96216739995694	9.00721964938798
PHOX2B	7.61267073529481	8.07520420453589	8.13329342018232	7.96237184130227	8.1618044267121	8.06228616188566	8.33563366932901	8.22243132814001	8.40933691118116	8.37720047373998	8.16770852864952
BEND4	5.44614223623496	5.49918802116885	6.11426026542032	4.97116028300214	5.04810416657441	5.34153814359638	5.70243588134798	5.57351046075252	5.34102543136416	5.00033836510076	4.97417070392756
ATP8A1	7.93677046238	8.81411919230342	9.23228093988967	7.71613803628048	6.99280877893022	7.18675427610427	8.36611844201609	8.06865918178139	8.48886286744434	8.80246374670851	8.44367663342881
KCTD8	6.5923648782901	7.17439323766794	7.3645467455361	6.78599996438962	6.60503204499043	6.76631835428458	7.24567988128549	6.92582688771438	6.89792382482536	6.92420887862335	7.38421783373718
YIPF7	3.79328115968526	4.15778463395857	4.13876108172587	3.89877989450953	3.66832656657413	4.11228640451693	4.1752043878161	4.15507284777728	4.40328570628443	4.61636229004094	4.28243494799473
GNPDA2	8.02227657660377	8.39037780028477	8.52075989510779	7.80332555222198	7.63118112268912	8.11370449184119	7.26469788739761	7.31095573684197	6.99591210223142	7.97547026444203	7.89333158109819
GABRG1	3.3521865630783	4.60491893437367	3.7904236150843	3.38732424307214	3.2697295028104	3.68799153831079	3.80925128702628	3.43907547533091	3.91806514477237	3.96304014291337	3.74734333554669
GABRA2	4.45250253582406	5.32179794693983	6.08109453298701	3.65653533101677	2.7968703339592	3.93825658579977	4.93132572025971	3.76396168052741	3.47439826662905	5.4140854359831	4.8344759939364
COX7B2	3.10742269163724	3.57639496019328	3.0975385417269	3.54648063015926	3.60391162039081	3.74509674399359	4.38193410419324	2.99524970381855	3.36233439916192	3.41419363544337	3.56102868718262
GABRA4	4.26678831287475	4.47796571440879	4.0832438179561	4.30777035289268	4.40085942999911	4.29630755765763	4.77765675906285	4.31384638033207	5.17598730676991	3.91639173611703	4.46219827467124
COMMD8	7.89374739535913	7.58046035234964	7.33748335950968	7.59345145028778	7.81634766396501	7.10614224095581	7.62203190906329	7.75258609322389	7.40278415940257	7.73971846188815	7.68338677096574
CORIN	6.68368904240783	5.75256722556399	6.1047756355479	6.01019746213839	5.55637329642797	6.02615780652266	6.8157264462244	5.87668643017069	5.9143037089779	6.1941823187467	5.79153531235481
NFXL1	6.31834386231756	5.88064970344471	5.85091329895962	5.76620628074092	5.76656598905389	6.00900785746771	5.17020253903797	5.6955446736381	5.10417933282747	5.39883984998321	5.58710057728923
CNGA1	3.69067747721591	4.14942268910481	4.21721102215853	4.02619061571402	4.07965444974596	3.91117190106053	4.14507552897712	4.29341857176509	4.49608757584306	4.09828517022585	4.20408814628816
TXK	5.02700240779969	5.58914041627841	5.15379763310511	4.92135332674165	5.01429020709969	5.36578955137148	5.3296739093355	4.87693867807564	5.46264062811553	4.98283211753078	5.20234909517411
TEC	6.03479695991363	6.29840008510317	6.26430353074112	6.47938588113293	5.93583585459522	5.90231363427179	5.97222296523227	5.81953318635039	6.590857430457	6.43776068162414	6.34202093862038
FRYL	8.2534483314258	8.08587718950845	8.0591192516894	7.64036029703778	7.56838143082949	7.42831944131244	7.0185694799574	7.85468061973916	7.87913227250042	7.98571163750005	8.03715545930939
OCIAD2	8.22586093760269	7.87928393516414	8.01519689526798	8.31488098675992	8.29217627775884	8.12915426854836	7.16193577990749	7.77910551702246	8.01743577863328	7.63994575074808	7.92937184353648
LRRC66	3.26398649011214	3.10468924473666	3.31346486069557	3.32097206931277	3.25085410731802	3.48105285323221	3.27368046372996	3.2168524063223	3.32846775307463	3.33068824881335	3.55962665866015
SGCB	9.56666716369467	9.87896670136009	10.0672819576041	9.57922649555782	9.59510996137795	9.92564489431983	9.65984449305359	10.0574158143946	9.7827006463981	10.0449072176431	9.95484407083608
USP46	8.53699094856079	8.25638749947892	8.68759119275948	8.53765075916732	8.64905474194569	8.50920615055389	7.78331543514669	8.38032484293081	7.96139601477837	8.48929823424298	8.65651478231549
ERVMER34-1	4.51143933977724	4.28029391390974	4.30354155272922	4.29618713590129	4.05389835169363	3.93008768808734	3.97715123752002	4.08726245592238	4.36201004075708	4.45202664799769	5.09499765795675
SCFD2	8.63077941346675	7.95598979144352	8.32782846304209	7.79926925880747	7.61176854108112	8.19656421348178	7.98062080867924	7.91866898844744	7.56408993131568	7.96231945129907	8.19350988578344
LNX1	5.08040598461419	6.05766187144835	5.84028928213463	3.74175846036927	4.47982401231243	4.19172339605086	3.97371180596652	5.28552737482487	5.40072415624893	5.36405253879886	4.69241068547874
CHIC2	6.97294850989951	7.22053575541859	7.22089987062111	7.48272757965871	7.48640507636163	5.96772174247579	6.6762457671202	7.06812772083189	7.12675265076201	7.33343150127443	7.29378912384209
KDR	4.84414379621957	4.20081779728714	3.89461078164202	3.79882944197301	4.65368039793041	4.47901783162399	4.08068343801476	4.23513128098236	4.41948538902449	4.01507567168125	4.42250983283855
CLOCK	8.18711879432023	8.05382964804626	8.03851682565192	7.70352379126062	7.79028587850146	6.72866316495569	6.49925377449464	7.79886722541512	7.03883335142495	8.01243833884886	7.9266507758775
PDCL2	4.00343025575965	3.81220530621559	3.34780912332271	3.28866499675727	4.74705490312574	4.85067379328379	3.86660292884656	4.10730628185958	3.67201785880106	3.71858611144242	4.12922539512577
NMU	10.1018971894655	8.9456749926131	8.71769420338976	10.1020502991996	10.6293737796302	9.89729096237626	9.85254158791697	9.97031648148866	9.45722342763734	9.83454225906775	8.80080224351541
AASDH	8.17018391307059	7.58405938993622	7.59830864212882	7.93723096023862	7.84720004834001	6.60320750919966	7.2019513709915	7.74865016372021	7.50685750766584	7.34942235204579	7.52936097458689
PPAT	9.79078847619734	9.0311653422954	8.54876767209441	9.66841555282954	9.527574689664	9.800863813279	9.23913798712501	8.92525450740169	8.54252869214091	9.08266638651594	8.3063790599193
HOPX	7.51663511037281	7.99294384413982	8.02505335005105	7.89706165405287	7.77746766837355	8.26054269731048	8.4321409883241	8.14858998519303	8.29497445735539	7.99961480976543	8.02867806235484
SPINK2	4.70967174266851	4.73534359513628	4.88288763152645	4.70258887369505	4.5627519079174	4.83492861773915	4.99874718289586	4.90898252208925	5.47760000888477	4.84336247070108	4.76435643619208
NOA1	8.75094694656593	8.8076074559929	9.03110622020185	8.80936935560559	9.08147311139007	8.9289737729307	8.24614059942612	8.38042663797393	8.26111737329473	8.51666555614241	8.72144730970421
IGFBP7	7.97649203926553	9.60652569478354	10.4640477308907	7.07012295134874	8.29681404868048	8.1224443357019	6.46740440156144	7.06356384577629	7.20756841435387	10.2956130353468	11.6680009262819
TECRL	4.00240256815376	3.54062079851473	3.54650737839993	3.53887444579984	3.47099329766261	3.30473931771714	3.41212776985764	3.43931828113904	3.51223406762323	3.24735466642325	3.83683460195666
EPHA5	5.17209930362994	8.97571055409957	9.43292132259438	4.74694882331086	5.16685992774619	5.02770518256037	7.74695287061972	7.90565077967767	8.09868513890576	9.02930699009252	9.97810498947311
CENPC	8.80239565956106	8.49253245836524	8.16077273155078	8.24314379150034	8.58919646300882	8.1179600717871	7.79912723385671	8.0534741745315	8.09420658252981	8.44745378823772	8.15510950957255
UBA6	7.84801269467381	7.41966545264508	7.5164394416093	7.22781400737897	7.21474550371413	7.70273455416044	6.85834288172392	7.60034060606333	7.24309765956384	7.59768143966923	7.01183235556221
GNRHR	4.50074222638109	4.87129047304249	4.53643280464941	4.68984422410746	4.55038860134161	5.3888556540221	5.13289628251082	4.15915969322391	4.85419934725496	4.7535261408734	4.75838328412683
TMPRSS11D	3.21980390362559	4.01361116350555	3.6574575622138	3.83133097081814	4.10815037293038	4.10990490110294	3.30160587201534	3.68419231121763	3.59635149375574	4.2702279593416	4.19164904434763
TMPRSS11A	3.24484039953986	3.21193607982792	2.89835177368373	3.29396971710429	2.95061007376214	3.34243242269817	3.33617608897688	3.61180161947244	3.19503026316298	2.90584745667304	3.47461902810099
